date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2019/01/01,"0,036","0,046","0,044","0,037","0,017","0,017","0,017","0,018","0,039","0,044","0,044","0,027","0,017","0,017","0,018","0,022","0,047","0,044","0,042","0,021","0,018","0,017","0,017","0,018","0,047","0,045","0,042","0,018","0,017","0,018","0,018","0,034","0,046","0,043","0,03","0,017","0,018","0,017","0,018","0,046","0,045","0,033","0,018","0,018","0,017","0,026","0,046","0,044","0,021","0,018","0,017","0,018","0,046","0,045","0,043","0,021","0,018","0,017","0,018","0,025","0,047","0,044","0,044","0,02","0,018","0,018","0,017","0,018","0,053","0,07","0,057","0,043","0,042","0,043","0,055","0,072","0,069","0,068","0,045","0,043","0,042","0,043","0,043","0,073","0,07","0,068","0,056","0,043","0,043","0,022","0,018","0,041","0,046","0,044","0,041","0,018"
2019/01/02,"0,018","0,017","0,018","0,023","0,047","0,045","0,043","0,039","0,017","0,018","0,018","0,017","0,018","0,045","0,045","0,043","0,038","0,017","0,017","0,016","0,017","0,018","0,047","0,045","0,043","0,028","0,018","0,018","0,018","0,018","0,034","0,046","0,044","0,024","0,018","0,017","0,018","0,03","0,047","0,044","0,042","0,018","0,017","0,018","0,018","0,023","0,048","0,044","0,044","0,019","0,018","0,018","0,018","0,018","0,048","0,044","0,043","0,019","0,017","0,017","0,018","0,02","0,048","0,044","0,042","0,017","0,017","0,017","0,021","0,052","0,071","0,069","0,048","0,042","0,042","0,043","0,063","0,07","0,068","0,064","0,042","0,043","0,042","0,043","0,049","0,072","0,069","0,068","0,049","0,023","0,018","0,018","0,018","0,045","0,045","0,044"
2019/01/03,"0,032","0,017","0,017","0,018","0,017","0,033","0,045","0,044","0,037","0,017","0,018","0,017","0,017","0,029","0,046","0,044","0,027","0,017","0,016","0,016","0,026","0,047","0,043","0,038","0,017","0,017","0,017","0,017","0,031","0,046","0,044","0,026","0,018","0,017","0,018","0,02","0,048","0,045","0,025","0,018","0,017","0,018","0,033","0,046","0,028","0,017","0,018","0,017","0,044","0,045","0,031","0,017","0,018","0,017","0,027","0,047","0,034","0,018","0,018","0,018","0,037","0,046","0,043","0,021","0,018","0,017","0,018","0,025","0,05","0,07","0,058","0,043","0,043","0,043","0,042","0,064","0,071","0,069","0,046","0,042","0,043","0,042","0,052","0,071","0,069","0,05","0,042","0,042","0,042","0,033","0,046","0,044","0,036","0,018","0,017","0,018"
2019/01/04,"0,018","0,034","0,046","0,043","0,025","0,018","0,018","0,017","0,022","0,047","0,044","0,035","0,017","0,017","0,017","0,018","0,039","0,044","0,041","0,016","0,017","0,017","0,018","0,033","0,045","0,044","0,022","0,018","0,018","0,018","0,02","0,048","0,044","0,03","0,018","0,018","0,017","0,018","0,039","0,045","0,024","0,017","0,017","0,018","0,038","0,046","0,041","0,018","0,018","0,017","0,018","0,026","0,047","0,036","0,017","0,018","0,017","0,021","0,048","0,045","0,029","0,017","0,018","0,017","0,017","0,043","0,045","0,018","0,02","0,043","0,042","0,069","0,068","0,058","0,041","0,042","0,042","0,043","0,062","0,069","0,066","0,042","0,042","0,042","0,043","0,058","0,07","0,055","0,041","0,018","0,017","0,035","0,045","0,041","0,018","0,017"
2019/01/05,"0,018","0,017","0,035","0,046","0,023","0,018","0,017","0,017","0,045","0,045","0,022","0,017","0,017","0,017","0,033","0,046","0,041","0,017","0,017","0,016","0,017","0,033","0,045","0,027","0,018","0,017","0,018","0,03","0,046","0,035","0,018","0,018","0,017","0,018","0,044","0,044","0,026","0,018","0,017","0,018","0,018","0,046","0,044","0,022","0,017","0,018","0,018","0,022","0,047","0,044","0,018","0,018","0,017","0,018","0,021","0,048","0,043","0,017","0,018","0,018","0,018","0,025","0,047","0,031","0,018","0,017","0,018","0,023","0,049","0,054","0,041","0,042","0,041","0,054","0,07","0,051","0,042","0,042","0,042","0,059","0,07","0,049","0,042","0,042","0,042","0,061","0,07","0,049","0,043","0,02","0,018","0,039","0,045","0,023","0,018","0,018"
2019/01/06,"0,017","0,039","0,045","0,024","0,017","0,018","0,018","0,034","0,046","0,024","0,017","0,017","0,018","0,035","0,045","0,036","0,018","0,017","0,016","0,017","0,033","0,045","0,037","0,018","0,017","0,018","0,018","0,028","0,047","0,038","0,018","0,017","0,018","0,017","0,031","0,046","0,037","0,018","0,018","0,018","0,017","0,031","0,046","0,034","0,018","0,018","0,025","0,024","0,047","0,041","0,018","0,018","0,018","0,018","0,03","0,047","0,034","0,018","0,018","0,018","0,017","0,038","0,045","0,019","0,018","0,017","0,017","0,035","0,047","0,046","0,042","0,042","0,042","0,062","0,069","0,055","0,041","0,042","0,042","0,041","0,068","0,069","0,053","0,042","0,042","0,042","0,043","0,07","0,064","0,03","0,018","0,017","0,018","0,017","0,045","0,045"
2019/01/07,"0,024","0,017","0,018","0,017","0,027","0,047","0,044","0,018","0,017","0,018","0,017","0,029","0,046","0,031","0,018","0,017","0,018","0,026","0,046","0,044","0,018","0,017","0,018","0,017","0,026","0,047","0,043","0,018","0,017","0,018","0,017","0,024","0,046","0,042","0,018","0,228","0,693","0,082","0,079","0,083","0,06","0,151","0,037","0,024","0,017","0,03","0,046","0,033","0,018","0,018","0,018","0,017","0,045","0,04","0,018","0,017","0,017","0,018","0,048","0,044","0,017","0,018","0,017","0,018","0,038","0,045","0,028","0,017","0,021","0,042","0,048","0,072","0,069","0,047","0,042","0,067","0,088","0,06","0,072","0,063","0,043","0,042","0,043","0,048","0,072","0,066","0,043","0,043","0,042","0,046","0,072","0,069","0,058","0,022","0,018","0,018"
2019/01/08,"0,017","0,044","0,045","0,038","0,018","0,017","0,018","0,017","0,039","0,045","0,027","0,018","0,017","0,018","0,036","0,045","0,043","0,019","0,017","0,018","0,017","0,027","0,046","0,044","0,023","0,018","0,017","0,018","0,02","0,047","0,044","0,025","0,017","0,018","0,036","0,184","0,172","0,17","0,189","0,161","0,13","0,125","0,102","0,052","0,043","0,018","0,017","0,018","0,02","0,065","0,041","0,017","0,018","0,018","0,022","0,047","0,039","0,017","0,018","0,017","0,026","0,047","0,044","0,021","0,023","0,042","0,043","0,051","0,071","0,068","0,055","0,118","0,101","0,086","0,104","0,103","0,11","0,12","0,043","0,042","0,041","0,057","0,07","0,069","0,05","0,042","0,043","0,042","0,047","0,072","0,068","0,05","0,042","0,023","0,018","0,037"
2019/01/09,"0,045","0,044","0,026","0,017","0,018","0,018","0,017","0,047","0,045","0,026","0,018","0,017","0,018","0,038","0,045","0,038","0,018","0,018","0,018","0,017","0,048","0,044","0,03","0,018","0,017","0,017","0,023","0,047","0,04","0,017","0,017","0,017","0,024","0,047","0,036","0,017","0,017","0,017","0,03","0,046","0,036","0,017","0,017","0,018","0,026","0,051","0,063","0,017","0,017","0,017","0,019","0,048","0,044","0,032","0,018","0,017","0,018","0,017","0,042","0,045","0,022","0,017","0,018","0,017","0,046","0,07","0,061","0,043","0,042","0,042","0,042","0,065","0,07","0,063","0,042","0,042","0,042","0,042","0,061","0,069","0,068","0,044","0,042","0,043","0,042","0,053","0,071","0,069","0,044","0,042","0,042","0,042","0,068","0,054","0,042","0,018"
2019/01/10,"0,018","0,017","0,018","0,034","0,046","0,034","0,018","0,017","0,018","0,033","0,045","0,044","0,018","0,017","0,018","0,017","0,037","0,045","0,043","0,022","0,017","0,018","0,017","0,019","0,047","0,045","0,032","0,018","0,017","0,018","0,017","0,039","0,045","0,042","0,017","0,018","0,017","0,018","0,024","0,047","0,044","0,023","0,018","0,017","0,018","0,022","0,047","0,044","0,023","0,018","0,017","0,018","0,025","0,046","0,032","0,018","0,017","0,018","0,036","0,045","0,039","0,018","0,017","0,018","0,023","0,062","0,07","0,066","0,041","0,045","0,068","0,068","0,097","0,105","0,101","0,092","0,11","0,116","0,108","0,122","0,114","0,061","0,042","0,042","0,042","0,042","0,069","0,07","0,068","0,044","0,042","0,042","0,043","0,038","0,046","0,044"
