date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2018/02/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/02/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/02/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/02/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/02/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,001","0,001","0,003","0,004","0,036","0,006","0,009","0,025","0,024","0,039","0,017","0,005","0,005","0,01","0,017","0,017","0,005","0,006","0,005","0,005","0,017","0,017","0,009","0,005","0,006","0,005","0,044","0,035","0,057","0,366","0,074","0,018","0,028","0,03","0,017","0,005","0,01","0,011","0,012","0,017","0,014","0,006","0,005","0,006","0,009","0,018","0,016","0,006","0,005","0,004","0,005","0,006","0,006","0,01","0,008","0,004","0,01","0,007","0,004","0,004","0,003","0,003","0,005","0,004",0,0,0,0
2018/02/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,001",0,"0,001","0,007","0,008","0,007","0,002","0,003","0,002","0,008","0,08","0,024","0,009","0,006","0,006","0,089","0,033","0,008","0,005","0,002","0,003","0,002","0,004","0,008","0,007","0,033","0,183","0,155","0,079","0,011","0,007","0,008","0,011","0,013","0,011","0,011","0,01","0,004","0,007","0,008","0,002","0,002","0,003","0,008","0,017","0,009","0,006","0,005","0,001","0,003","0,001","0,002","0,001","0,01","0,013","0,016","0,013","0,014","0,015","0,014","0,013","0,013","0,004","0,003",0,0,0,0
2018/02/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,002","0,008","0,001","0,001","0,032","0,015","0,018","0,013","0,01","0,009","0,01","0,018","0,019","0,006","0,004","0,003","0,005","0,013","0,011","0,004","0,003","0,004","0,019","0,16","0,026","0,016","0,022","0,028","0,03","0,138","0,094","0,023","0,017","0,023","0,02","0,014","0,011","0,012","0,042","0,024","0,015","0,012","0,011","0,011","0,013","0,018","0,018","0,01","0,002","0,003","0,007","0,006","0,007","0,01","0,003","0,004","0,006","0,006","0,003","0,003","0,003","0,003","0,003","0,004",0,0,0,0
2018/02/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,002","0,003","0,005","0,002","0,007","0,012","0,019","0,018","0,01","0,01","0,011","0,019","0,018","0,012","0,01","0,005","0,009","0,011","0,009","0,005","0,027","0,016","0,017","0,014","0,01","0,011","0,012","0,019","0,018","0,01","0,023","0,015","0,019","0,018","0,015","0,011","0,011","0,022","0,036","0,111","0,015","0,014","0,022","0,065","0,13","0,008","0,009","0,02","0,004","0,004","0,004","0,006","0,011","0,025","0,02","0,02","0,013","0,005","0,006","0,004","0,002","0,002","0,002","0,004",0,0,0,0
2018/02/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,002","0,003","0,002","0,004","0,004","0,005","0,137","0,027","0,018","0,017","0,008","0,007","0,01","0,012","0,009","0,004","0,004","0,003","0,009","0,012","0,01","0,004","0,023","0,019","0,018","0,017","0,114","0,128","0,027","0,032","0,03","0,021","0,017","0,026","0,054","0,039","0,023","0,016","0,023","0,019","0,014","0,009","0,014","0,019","0,021","0,012","0,008","0,001","0,004","0,005","0,005","0,004","0,004","0,004","0,004","0,003","0,002","0,003","0,004","0,005","0,006","0,019","0,016",0,0,0,0
2018/02/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,001","0,001",0,"0,002","0,001","0,002",0,"0,004","0,003","0,002","0,002","0,001","0,001","0,002","0,002","0,002","0,001","0,001",0,"0,002","0,002","0,001",0,"0,003","0,002","0,002","0,004","0,03","0,013","0,007","0,005","0,019","0,004","0,004","0,004","0,006","0,023","0,002","0,003","0,002","0,004","0,001","0,011","0,005","0,015","0,002","0,003","0,001","0,002","0,002",0,"0,001","0,001","0,001","0,003","0,002","0,012","0,016","0,017","0,016","0,017","0,015","0,007","0,003",0,0,0,0
