date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2019/01/01,"0,028","0,03","0,009","0,006","0,005","0,006","0,004","0,004","0,004","0,003","0,002","0,008","0,039","0,037","0,034","0,034","0,033","0,002","0,002","0,003","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,005","0,039","0,037","0,035","0,033","0,033","0,008","0,002","0,011","0,023","0,029","0,017","0,016","0,042","0,058","0,042","0,129","0,324","0,33","0,061","0,078","0,077","0,068","0,064","0,061","0,064","0,063","0,033","0,007","0,002","0,002","0,002","0,002","0,009","0,018","0,023","0,024","0,053","0,073","0,054","0,087","0,077","0,072","0,064","0,072","0,067","0,061","0,079","0,048","0,047","0,034","0,032","0,032","0,079","0,042","0,043","0,042","0,042","0,064","0,063","0,061","0,061","0,058","0,023","0,009"
2019/01/02,"0,009","0,005","0,004","0,004","0,003","0,002","0,003","0,002","0,002","0,003","0,002","0,031","0,037","0,035","0,034","0,033","0,019","0,002","0,003","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,005","0,04","0,041","0,055","0,039","0,025","0,006","0,009","0,016","0,017","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,028","0,038","0,036","0,034","0,031","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,002","0,002","0,073","0,043","0,032","0,047","0,043","0,052","0,076","0,071","0,071","0,073","0,081","0,072","0,071","0,052","0,034","0,055","0,073","0,045","0,043","0,044","0,041","0,046","0,039","0,068","0,067","0,063","0,047","0,04","0,025"
2019/01/03,"0,005","0,004","0,004","0,004","0,004","0,003","0,003","0,002","0,003","0,002","0,002","0,002","0,003","0,029","0,038","0,036","0,035","0,033","0,024","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,009","0,002","0,002","0,002","0,003","0,002","0,011","0,011","0,039","0,037","0,035","0,034","0,032","0,007","0,002","0,011","0,005",0,0,0,"0,02","0,052","0,018","0,018","0,018","0,017","0,013",0,0,"0,038","0,034","0,033","0,032","0,031","0,005","0,001",0,0,0,0,0,0,0,"0,077","0,032","0,051","0,066","0,043","0,067","0,075","0,074","0,073","0,082","0,073","0,062","0,052","0,044","0,045","0,045","0,042","0,049","0,027","0,025","0,028","0,03","0,068","0,059","0,044","0,04"
2019/01/04,"0,04","0,014","0,006","0,005","0,005","0,005","0,003","0,003","0,003","0,002","0,003","0,002","0,002","0,003","0,002","0,012","0,039","0,037","0,035","0,034","0,033","0,004","0,002","0,002","0,003","0,002","0,003","0,006","0,003","0,002","0,012","0,002","0,003","0,002","0,002","0,002","0,002","0,003","0,029","0,037","0,036","0,043","0,035","0,001",0,0,0,0,0,0,0,0,0,0,"0,001",0,0,0,0,0,0,0,"0,034","0,036","0,033","0,033","0,031","0,017",0,0,0,"0,001","0,016","0,04","0,08","0,046","0,041","0,058","0,044","0,041","0,044","0,048","0,044","0,056","0,08","0,079","0,076","0,067","0,06","0,038","0,027","0,031","0,017","0,009","0,009","0,006"
2019/01/05,"0,006","0,004","0,004","0,004","0,002","0,003","0,002","0,003","0,034","0,037","0,035","0,035","0,033","0,011","0,003","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,002","0,003","0,002","0,003","0,006","0,003","0,002","0,002","0,007","0,04","0,037","0,042","0,037","0,017","0,006","0,011",0,0,0,0,"0,001",0,0,0,0,0,"0,002","0,027","0,068","0,034","0,03","0,052","0,067","0,066","0,064","0,054","0,047","0,013","0,008","0,008","0,008","0,002","0,002","0,002","0,002","0,002","0,002","0,012","0,084","0,057","0,053","0,076","0,076","0,075","0,069","0,063","0,082","0,043","0,043","0,044","0,043","0,036","0,03","0,026","0,031","0,034","0,027","0,029","0,06","0,065","0,061","0,052","0,039"
2019/01/06,"0,037","0,005","0,005","0,004","0,004","0,003","0,003","0,002","0,001","0,002","0,001","0,001","0,002","0,001","0,001","0,002","0,001","0,026","0,037","0,035","0,034","0,032","0,02","0,001","0,002","0,001","0,001","0,002","0,001","0,001","0,002","0,003","0,003","0,002","0,023","0,034","0,04","0,027","0,03","0,018","0,021","0,027","0,037","0,036","0,034","0,023","0,002","0,002","0,039","0,055","0,033","0,036","0,042","0,032","0,031","0,031","0,031","0,064","0,064","0,046","0,036","0,036","0,023","0,005","0,036","0,043","0,032","0,031","0,031","0,034","0,059","0,035","0,039","0,099","0,067","0,075","0,07","0,072","0,057","0,042","0,049","0,038","0,031","0,032","0,036","0,082","0,045","0,044","0,046","0,056","0,071","0,061","0,059","0,058","0,058","0,01"
2019/01/07,"0,008","0,006","0,005","0,006","0,005","0,006","0,004","0,003","0,003","0,003","0,002","0,002","0,005","0,039","0,037","0,036","0,034","0,033","0,01","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,007","0,002","0,002","0,003","0,002","0,002","0,004","0,015","0,05","0,037","0,036","0,034","0,027","0,005","0,009",0,0,0,0,0,0,"0,001",0,0,0,0,0,"0,071","0,02","0,017","0,038","0,045","0,034","0,033","0,031","0,023","0,001",0,0,0,0,0,0,"0,025","0,071","0,057","0,055","0,038","0,04","0,066","0,074","0,079","0,077","0,074","0,073","0,051","0,046","0,041","0,039","0,039","0,029","0,027","0,029","0,027","0,027","0,019","0,013","0,045","0,042"
2019/01/08,"0,037","0,036","0,036","0,012","0,004","0,003","0,002","0,003","0,002","0,003","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,002","0,003","0,036","0,038","0,035","0,035","0,033","0,012","0,002","0,004","0,005","0,002","0,002","0,002","0,002","0,008","0,009","0,012","0,004","0,003","0,002","0,002","0,002","0,004","0,007","0,002","0,022","0,036","0,034","0,033","0,08","0,02","0,028","0,027","0,019","0,018","0,012","0,012","0,012","0,012","0,012","0,008","0,011","0,036","0,034","0,033","0,031","0,028","0,037","0,041","0,029","0,035","0,032","0,042","0,042","0,064","0,056","0,047","0,068","0,095","0,074","0,072","0,064","0,064","0,073","0,054","0,044","0,051","0,046","0,032","0,026","0,028","0,029","0,03","0,029","0,063","0,062","0,048","0,043"
2019/01/09,"0,037","0,018","0,004","0,003","0,003","0,002","0,003","0,002","0,003","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,04","0,037","0,035","0,034","0,031","0,002","0,003","0,002","0,002","0,002","0,003","0,006","0,002","0,002","0,003","0,002","0,004","0,011","0,003","0,002","0,002","0,022","0,057","0,045","0,032","0,032","0,011",0,0,"0,001","0,038","0,033","0,023","0,018","0,018","0,017","0,018","0,018","0,017","0,013","0,036","0,035","0,033","0,033","0,031","0,011",0,"0,025","0,055","0,017","0,016","0,016","0,016","0,017","0,03","0,044","0,055","0,081","0,07","0,071","0,071","0,072","0,073","0,064","0,07","0,043","0,044","0,043","0,045","0,044","0,038","0,039","0,041","0,065","0,063","0,06","0,053","0,039","0,011","0,007"
2019/01/10,"0,005","0,005","0,005","0,004","0,004","0,003","0,003","0,002","0,002","0,003","0,02","0,038","0,036","0,035","0,034","0,023","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,007","0,002","0,002","0,013","0,039","0,036","0,046","0,039","0,032","0,003","0,004","0,002","0,006","0,001",0,0,0,0,0,0,0,0,"0,002","0,065","0,027","0,014","0,047","0,055","0,053","0,052","0,047","0,036","0,018","0,013",0,0,0,0,0,"0,001",0,0,0,0,0,"0,023","0,08","0,113","0,078","0,072","0,083","0,057","0,042","0,052","0,048","0,046","0,044","0,048","0,044","0,04","0,036","0,065","0,062","0,06","0,058","0,037","0,03","0,01","0,01"
2019/01/11,"0,009","0,007","0,005","0,005","0,005","0,004","0,004","0,003","0,003","0,002","0,003","0,019","0,038","0,036","0,035","0,034","0,026","0,003","0,002","0,002","0,002","0,003","0,002","0,003","0,002","0,002","0,004","0,005","0,002","0,002","0,003","0,012","0,002","0,033","0,038","0,037","0,043","0,028","0,014","0,011","0,007",0,"0,001",0,0,0,0,0,0,0,0,0,0,"0,001",0,0,"0,016","0,111","0,052","0,05","0,049","0,023",0,0,0,0,0,0,"0,001",0,0,"0,006","0,096","0,049","0,073","0,057","0,043","0,078","0,076","0,078","0,08","0,078","0,065","0,045","0,056","0,042","0,027","0,026","0,027","0,028","0,028","0,024","0,009","0,005","0,049","0,044"
2019/01/12,"0,039","0,038","0,036","0,028","0,004","0,004","0,002","0,003","0,002","0,003","0,002","0,002","0,002","0,002","0,003","0,002","0,002","0,002","0,003","0,031","0,037","0,036","0,035","0,033","0,024","0,002","0,003","0,006","0,002","0,002","0,002","0,003","0,01","0,006","0,003","0,021","0,015","0,016","0,031","0,012","0,014","0,077","0,05","0,055","0,052","0,043","0,064","0,08","0,048","0,038","0,062","0,041","0,027","0,026","0,022","0,008","0,008","0,008","0,012","0,009","0,024","0,037","0,047","0,037","0,051","0,106","0,069","0,11","0,092","0,05","0,05","0,057","0,047","0,044","0,064","0,071","0,074","0,071","0,06","0,101","0,051","0,043","0,044","0,044","0,039","0,03","0,027","0,036","0,05","0,072","0,072","0,066","0,049","0,044","0,03","0,006"
2019/01/13,"0,006","0,004","0,005","0,004","0,004","0,003","0,003","0,003","0,002","0,003","0,002","0,003","0,002","0,03","0,037","0,036","0,035","0,033","0,009","0,002","0,003","0,002","0,002","0,003","0,002","0,002","0,002","0,003","0,002","0,002","0,003","0,002","0,002","0,022","0,038","0,048","0,064","0,054","0,059","0,047","0,015","0,002","0,002","0,003","0,002","0,017","0,055","0,031","0,033","0,034","0,032","0,036","0,04","0,035","0,063","0,063","0,06","0,05","0,038","0,022","0,003","0,004","0,004","0,004","0,004","0,003","0,02","0,077","0,043","0,038","0,039","0,06","0,107","0,091","0,092","0,086","0,12","0,087","0,051","0,04","0,046","0,051","0,045","0,058","0,078","0,045","0,06","0,075","0,072","0,07","0,07","0,066","0,028","0,007","0,007","0,006"
