date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2019/01/01,"0,061","0,032","0,031","0,035","0,061","0,049","0,024","0,013","0,013","0,014","0,013","0,014","0,023","0,039","0,035","0,018","0,013","0,014","0,013","0,014","0,013","0,023","0,078","0,064","0,041","0,013","0,013","0,014","0,013","0,014","0,017","0,039","0,051","0,047","0,019","0,06","0,059","0,037","0,04","0,047","0,065","0,061","0,053","0,039","0,039","0,039","0,04","0,041","0,042","0,039","0,036","0,044","0,04","0,034","0,031","0,038","0,031","0,011","0,011","0,011","0,011","0,011","0,007","0,017","0,03","0,048","0,069","0,071","0,067","0,048","0,047","0,038","0,167","0,213","0,035","0,059","0,048","0,043","0,042","0,037","0,022","0,022","0,022","0,022","0,022","0,03","0,007","0,013","0,032","0,029","0,027","0,027","0,014","0,008","0,006","0,007"
2019/01/02,"0,007","0,007","0,007","0,006","0,007","0,017","0,031","0,028","0,028","0,027","0,011","0,007","0,006","0,007","0,007","0,007","0,006","0,007","0,007","0,006","0,025","0,03","0,028","0,028","0,023","0,007","0,007","0,007","0,006","0,007","0,007","0,006","0,021","0,048","0,038","0,063","0,062","0,08","0,09","0,075","0,065","0,04","0,03","0,032","0,034","0,032","0,031","0,035","0,043","0,076","0,069","0,071","0,058","0,057","0,044","0,026","0,011","0,011","0,011","0,011","0,011","0,012","0,011","0,011","0,02","0,036","0,033","0,04","0,042","0,044","0,047","0,042","0,032","0,022","0,021","0,022","0,008","0,004","0,019","0,043","0,055","0,037","0,025","0,025","0,027","0,006","0,005","0,004","0,005","0,004","0,005","0,005","0,012","0,035","0,054","0,038"
2019/01/03,"0,026","0,026","0,024","0,009","0,005","0,004","0,005","0,005","0,004","0,034","0,03","0,03","0,011","0,03","0,027","0,026","0,025","0,025","0,005","0,004","0,005","0,005","0,036","0,031","0,025","0,005","0,004","0,019","0,041","0,026","0,026","0,024","0,024","0,022","0,023","0,024","0,173","0,281","0,205","0,02","0,011","0,051","0,06","0,057","0,057","0,057","0,054","0,034","0,037","0,039","0,041","0,042","0,055","0,092","0,064","0,036","0,034","0,034","0,032","0,015","0,022","0,014","0,014","0,029","0,042","0,026","0,014","0,038","0,036","0,066","0,073","0,066","0,05","0,059","0,078","0,065","0,054","0,06","0,05","0,062","0,086","0,08","0,074","0,072","0,068","0,085","0,075","0,032","0,032","0,031","0,031","0,032","0,03","0,046","0,055","0,053"
2019/01/04,"0,051","0,053","0,051","0,05","0,032","0,031","0,031","0,032","0,032","0,032","0,032","0,042","0,056","0,054","0,053","0,052","0,051","0,051","0,041","0,031","0,032","0,031","0,031","0,03","0,031","0,032","0,053","0,055","0,053","0,053","0,052","0,051","0,035","0,007","0,008","0,008","0,008","0,011","0,015","0,011","0,028","0,036","0,034","0,032","0,026","0,008","0,004","0,005","0,004","0,005","0,007","0,051","0,059","0,055","0,059","0,055","0,032","0,031","0,021","0,013","0,013","0,019","0,027","0,02","0,011","0,054","0,068","0,064","0,042","0,042","0,057","0,07","0,056","0,067","0,31","0,025","0,031","0,03","0,035","0,05","0,059","0,076","0,069","0,069","0,047","0,021","0,026","0,028","0,005","0,004","0,005","0,004","0,026","0,028","0,026","0,025"
2019/01/05,"0,025","0,012","0,004","0,005","0,004","0,005","0,005","0,004","0,005","0,005","0,028","0,027","0,026","0,026","0,022","0,004","0,005","0,005","0,004","0,005","0,005","0,004","0,005","0,005","0,018","0,029","0,026","0,026","0,024","0,005","0,005","0,004","0,038","0,048","0,22","0,244","0,241","0,246","0,239","0,075","0,099","0,123","0,066","0,069","0,059","0,035","0,022","0,023","0,022","0,019","0,013","0,005","0,028","0,028","0,027","0,025","0,025","0,019","0,005","0,005","0,005","0,004","0,02","0,038","0,032","0,021","0,052","0,091","0,079","0,078","0,078","0,079","0,07","0,057","0,058","0,089","0,044","0,047","0,066","0,072","0,07","0,069","0,069","0,052","0,031","0,031","0,031","0,032","0,032","0,032","0,032","0,05","0,054","0,054","0,052","0,052"
2019/01/06,"0,052","0,049","0,031","0,031","0,031","0,031","0,032","0,032","0,032","0,034","0,058","0,054","0,053","0,053","0,052","0,052","0,052","0,04","0,032","0,031","0,032","0,032","0,031","0,032","0,031","0,044","0,055","0,054","0,053","0,052","0,051","0,052","0,051","0,03","0,019","0,018","0,011","0,011","0,011","0,011","0,011","0,007","0,029","0,027","0,026","0,022","0,005","0,005","0,006","0,011","0,008","0,011","0,02","0,013","0,025","0,036","0,042","0,03","0,025","0,013","0,009","0,012","0,011","0,012","0,017","0,01","0,008","0,007","0,01","0,058","0,071","0,076","0,075","0,071","0,055","0,053","0,049","0,049","0,048","0,048","0,048","0,06","0,057","0,027","0,025","0,025","0,024","0,006","0,004","0,005","0,005","0,004","0,005","0,005","0,004","0,022"
2019/01/07,"0,029","0,026","0,025","0,025","0,005","0,005","0,004","0,005","0,005","0,004","0,005","0,005","0,004","0,03","0,027","0,026","0,026","0,012","0,005","0,004","0,005","0,004","0,005","0,041","0,034","0,032","0,018","0,031","0,027","0,026","0,025","0,015","0,004","0,005","0,005","0,005","0,039","0,032","0,031","0,051","0,054","0,054","0,054","0,052","0,036","0,032","0,032","0,032","0,031","0,032","0,045","0,059","0,058","0,053","0,052","0,052","0,051","0,062","0,071","0,06","0,06","0,058","0,033","0,032","0,033","0,033","0,045","0,075","0,039","0,06","0,062","0,06","0,053","0,041","0,041","0,053","0,053","0,053","0,029","0,042","0,045","0,043","0,043","0,032","0,023","0,004","0,005","0,005","0,004","0,005","0,004","0,005","0,005","0,026","0,028","0,026"
2019/01/08,"0,025","0,025","0,007","0,004","0,005","0,005","0,004","0,005","0,004","0,005","0,005","0,025","0,028","0,026","0,026","0,023","0,004","0,005","0,005","0,004","0,005","0,004","0,005","0,005","0,004","0,019","0,029","0,026","0,025","0,022","0,005","0,004","0,011","0,04","0,032","0,04","0,017","0,019","0,045","0,045","0,055","0,07","0,013","0,03","0,03","0,029","0,033","0,03","0,058","0,556","0,053","0,014","0,039","0,026","0,026","0,025","0,024","0,005","0,005","0,011","0,018","0,031","0,03","0,035","0,049","0,053","0,054","0,073","0,077","0,075","0,07","0,067","0,063","0,062","0,044","0,044","0,419","0,144","0,046","0,063","0,069","0,072","0,065","0,074","0,045","0,082","0,084","0,099","0,097","0,093","0,089","0,058","0,023","0,023","0,023","0,023"
2019/01/09,"0,041","0,049","0,045","0,023","0,022","0,023","0,022","0,023","0,022","0,023","0,006","0,005","0,004","0,016","0,033","0,03","0,016","0,005","0,004","0,005","0,004","0,005","0,004","0,004","0,005","0,033","0,03","0,029","0,011","0,004","0,005","0,004","0,012","0,03","0,036","0,069","0,147","0,248","0,24","0,116","0,057","0,058","0,057","0,056","0,055","0,057","0,06","0,057","0,058","0,056","0,058","0,055","0,046","0,034","0,037","0,03","0,035","0,059","0,055","0,055","0,055","0,029","0,033","0,035","0,034","0,033","0,033","0,041","0,046","0,054","0,081","0,092","0,058","0,079","0,074","0,059","0,049","0,056","0,061","0,051","0,046","0,046","0,039","0,039","0,04","0,04","0,035","0,05","0,056","0,054","0,048","0,027","0,012","0,005","0,004","0,005"
2019/01/10,"0,029","0,029","0,03","0,03","0,029","0,007","0,005","0,004","0,005","0,014","0,06","0,052","0,051","0,05","0,031","0,024","0,023","0,024","0,027","0,054","0,048","0,049","0,049","0,029","0,023","0,022","0,023","0,023","0,038","0,049","0,048","0,047","0,036","0,007","0,008","0,01","0,018","0,037","0,03","0,029","0,007","0,005","0,004","0,004","0,005","0,004","0,021","0,031","0,031","0,03","0,05","0,031","0,027","0,038","0,035","0,025","0,024","0,024","0,049","0,051","0,09","0,098","0,054","0,023","0,023","0,023","0,023","0,023","0,023","0,034","0,09","0,182","0,191","0,06","0,039","0,023","0,027","0,03","0,021","0,037","0,06","0,064","0,047","0,042","0,026","0,029","0,024","0,026","0,057","0,049","0,038","0,025","0,024","0,024","0,024","0,024"
