date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2019/01/01,"0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,024","0,046","0,059","0,057","0,052","0,024","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,061","0,058","0,052","0,05","0,032","0,081","0,038","0,018","0,019","0,019","0,019","0,018","0,019","0,019","0,018","0,022","0,055","0,053","0,051","0,05","0,05","0,038","0,019","0,019","0,018","0,019","0,019","0,018","0,019","0,019","0,018","0,019","0,018","0,014","0,015","0,016","0,048","0,054","0,053","0,05","0,051","0,05","0,018","0,019","0,015","0,015","0,015","0,016","0,019","0,018","0,019","0,019","0,018","0,019","0,023","0,024","0,024","0,059","0,059","0,055","0,053","0,047","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,021","0,02","0,043","0,059"
2019/01/02,"0,057","0,056","0,057","0,055","0,033","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,039","0,06","0,058","0,056","0,051","0,038","0,019","0,019","0,018","0,019","0,018","0,022","0,072","0,227","0,433","0,428","0,427","0,424","0,47","0,487","0,48","0,483","0,481","0,453","0,377","0,112","0,109","0,113","0,094","0,073","0,044","0,022","0,022","0,037","0,088","0,091","0,089","0,087","0,077","0,107","0,126","0,12","0,113","0,074","0,061","0,054","0,06","0,136","0,138","0,136","0,119","0,138","0,105","0,051","0,033","0,019","0,023","0,025","0,024","0,024","0,024","0,024","0,024","0,024","0,02","0,02","0,048","0,059","0,057","0,056","0,056","0,056","0,032","0,024","0,024","0,024","0,023"
2019/01/03,"0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,025","0,024","0,062","0,059","0,058","0,056","0,053","0,025","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,019","0,019","0,019","0,018","0,056","0,053","0,052","0,051","0,043","0,033","0,103","0,111","0,123","0,104","0,105","0,108","0,104","0,101","0,1","0,097","0,117","0,326","0,426","0,426","0,427","0,369","0,316","0,318","0,321","0,326","0,14","0,014","0,012","0,047","0,06","0,086","0,127","0,134","0,118","0,096","0,075","0,063","0,056","0,057","0,057","0,06","0,064","0,033","0,018","0,019","0,026","0,054","0,057","0,057","0,056","0,056","0,042","0,023","0,024","0,024","0,024","0,024","0,023","0,024","0,024","0,023","0,024","0,025","0,023","0,024","0,024","0,057","0,06"
2019/01/04,"0,057","0,055","0,041","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,024","0,024","0,034","0,062","0,057","0,057","0,056","0,025","0,024","0,023","0,024","0,024","0,019","0,018","0,019","0,019","0,018","0,019","0,019","0,048","0,054","0,051","0,051","0,05","0,05","0,027","0,019","0,018","0,019","0,018","0,019","0,018","0,018","0,019","0,018","0,019","0,018","0,018","0,019","0,018","0,019","0,046","0,05","0,049","0,047","0,047","0,019","0,02","0,035","0,098","0,099","0,075","0,115","0,108","0,064","0,096","0,101","0,117","0,113","0,098","0,086","0,05","0,019","0,018","0,024","0,03","0,062","0,025","0,023","0,031","0,069","0,042","0,052","0,058","0,057","0,056","0,046","0,02","0,02","0,02","0,018","0,02","0,021","0,024","0,023"
2019/01/05,"0,024","0,023","0,024","0,042","0,059","0,058","0,056","0,055","0,055","0,023","0,024","0,024","0,021","0,019","0,022","0,024","0,023","0,024","0,024","0,024","0,024","0,024","0,024","0,044","0,054","0,052","0,051","0,05","0,027","0,019","0,018","0,019","0,018","0,019","0,018","0,018","0,019","0,018","0,019","0,019","0,03","0,055","0,052","0,051","0,051","0,023","0,019","0,017","0,015","0,015","0,015","0,018","0,019","0,019","0,018","0,019","0,03","0,053","0,049","0,048","0,048","0,042","0,018","0,019","0,018","0,019","0,018","0,018","0,019","0,017","0,015","0,015","0,015","0,019","0,018","0,038","0,06","0,058","0,056","0,056","0,032","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,025","0,023","0,024","0,033","0,06","0,057","0,056","0,056"
2019/01/06,"0,035","0,024","0,024","0,024","0,024","0,024","0,024","0,025","0,024","0,024","0,024","0,024","0,04","0,06","0,058","0,057","0,056","0,055","0,036","0,024","0,024","0,024","0,024","0,019","0,019","0,019","0,018","0,019","0,019","0,018","0,019","0,019","0,018","0,019","0,052","0,054","0,051","0,051","0,049","0,045","0,014","0,015","0,015","0,015","0,017","0,016","0,015","0,014","0,011","0,011","0,012","0,011","0,011","0,012","0,024","0,049","0,046","0,044","0,034","0,011","0,011","0,011","0,012","0,011","0,011","0,011","0,011","0,012","0,054","0,071","0,045","0,035","0,011","0,011","0,011","0,017","0,021","0,02","0,02","0,02","0,051","0,055","0,053","0,053","0,025","0,023","0,02","0,02","0,02","0,02","0,023","0,024","0,024","0,024","0,047","0,059"
2019/01/07,"0,057","0,056","0,034","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,024","0,023","0,041","0,059","0,058","0,056","0,048","0,023","0,024","0,024","0,023","0,024","0,023","0,02","0,018","0,019","0,018","0,018","0,05","0,053","0,051","0,051","0,024","0,019","0,018","0,019","0,019","0,019","0,018","0,019","0,019","0,032","0,054","0,048","0,046","0,015","0,015","0,015","0,014","0,014","0,015","0,015","0,027","0,047","0,046","0,04","0,015","0,012","0,011","0,011","0,012","0,011","0,046","0,044","0,048","0,035","0,019","0,019","0,016","0,011","0,011","0,011","0,014","0,018","0,018","0,024","0,05","0,059","0,056","0,056","0,054","0,045","0,02","0,022","0,024","0,024","0,024","0,024","0,024","0,024","0,023","0,024","0,025","0,023","0,024","0,024"
2019/01/08,"0,054","0,059","0,058","0,056","0,056","0,055","0,028","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,045","0,06","0,052","0,052","0,05","0,045","0,018","0,019","0,018","0,019","0,018","0,019","0,019","0,019","0,019","0,019","0,019","0,019","0,019","0,04","0,055","0,052","0,051","0,046","0,039","0,018","0,019","0,019","0,019","0,018","0,019","0,018","0,019","0,021","0,317","0,341","0,336","0,347","0,386","0,114","0,069","0,098","0,049","0,061","0,076","0,073","0,027","0,018","0,019","0,018","0,019","0,036","0,054","0,052","0,056","0,039","0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,024","0,023","0,03","0,06","0,057","0,056","0,056","0,037","0,024","0,023","0,024","0,024"
2019/01/09,"0,024","0,023","0,024","0,024","0,024","0,023","0,024","0,036","0,06","0,058","0,056","0,056","0,055","0,033","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,023","0,019","0,019","0,019","0,019","0,019","0,057","0,053","0,051","0,05","0,05","0,024","0,019","0,019","0,019","0,019","0,019","0,019","0,019","0,019","0,019","0,019","0,018","0,019","0,046","0,054","0,052","0,051","0,05","0,05","0,02","0,018","0,019","0,016","0,015","0,014","0,012","0,011","0,011","0,012","0,011","0,011","0,012","0,011","0,03","0,052","0,05","0,052","0,051","0,034","0,019","0,019","0,018","0,024","0,024","0,024","0,023","0,024","0,021","0,02","0,021","0,048","0,059","0,057","0,056","0,04","0,023","0,024","0,024","0,023","0,024","0,023","0,024","0,024"
2019/01/10,"0,024","0,042","0,059","0,058","0,056","0,055","0,038","0,024","0,024","0,024","0,023","0,024","0,024","0,024","0,024","0,024","0,024","0,023","0,024","0,024","0,048","0,059","0,058","0,052","0,05","0,05","0,025","0,019","0,018","0,019","0,019","0,018","0,019","0,018","0,019","0,018","0,019","0,018","0,016","0,015","0,015","0,032","0,053","0,053","0,048","0,048","0,03","0,054","0,018","0,018","0,018","0,018","0,016","0,015","0,014","0,015","0,032","0,088","0,104","0,123","0,121","0,119","0,09","0,044","0,034","0,015","0,015","0,017","0,019","0,018","0,015","0,011","0,012","0,011","0,014","0,02","0,022","0,024","0,037","0,058","0,054","0,051","0,05","0,036","0,02","0,021","0,024","0,024","0,023","0,024","0,024","0,024","0,023","0,022","0,058","0,054"
