date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2019/01/01,"0,003","0,002","0,063","0,169","0,154","0,119","0,064","0,026","0,029","0,04","0,024","0,004","0,004","0,004","0,025","0,024","0,006","0,003","0,004","0,009","0,024","0,018","0,004","0,003","0,004","0,016","0,024","0,019","0,037","0,073","0,09","0,097","0,098","0,128","0,139","0,091","0,126","0,111","0,101","0,112","0,082","0,097","0,097","0,063","0,057","0,373","0,224","0,272","0,355","0,344","0,157","0,075","0,119","0,045","0,04","0,069","0,117","0,065","0,355","0,121","0,106","0,072","0,128","0,061","0,085","0,103","0,086","0,073","0,073","0,042","0,084","0,037","0,013","0,003","0,002","0,035","0,104","0,104","0,126","0,115","0,06","0,079","0,071","0,073","0,035","0,069","0,135","0,136","0,074","0,061","0,077","0,078","0,102","0,068","0,048","0,044"
2019/01/02,"0,045","0,059","0,11","0,095","0,079","0,059","0,019","0,028","0,021","0,003","0,003","0,004","0,025","0,024","0,006","0,003","0,003","0,013","0,025","0,017","0,003","0,003","0,004","0,03","0,025","0,01","0,003","0,003","0,035","0,107","0,049","0,053","0,038","0,073","0,118","0,122","0,107","0,05","0,023","0,027","0,047","0,046","0,029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/08,"0,026","0,025","0,014","0,008","0,008","0,008","0,023","0,025","0,015","0,008","0,008","0,008","0,019","0,025","0,019","0,008","0,008","0,009","0,013","0,026","0,023","0,009","0,009","0,008","0,008","0,029","0,034","0,015","0,006","0,006","0,006","0,089","0,005","0,005","0,001","0,002","0,002","0,005","0,054","0,016","0,006","0,004","0,004","0,06","0,023","0,005","0,003","0,002","0,002","0,001","0,003","0,005","0,005","0,023","0,123","0,105","0,053","0,007","0,005","0,005","0,008","0,008","0,008","0,007","0,007","0,003","0,005","0,005","0,002","0,001","0,002","0,005","0,012","0,006","0,004","0,004","0,025","0,029","0,02","0,017","0,022","0,124","0,174","0,206","0,169","0,179","0,186","0,182","0,169","0,174","0,052","0,034","0,062","0,274","0,041","0,041"
2019/01/09,"0,015","0,019","0,174","0,1","0,029","0,03","0,049","0,047","0,029","0,03","0,029","0,047","0,044","0,023","0,022","0,021","0,031","0,041","0,029","0,022","0,021","0,022","0,039","0,041","0,021","0,065","0,078","0,082","0,099","0,09","0,065","0,036","0,088","0,104","0,093","0,087","0,079","0,044","0,061","0,056","0,034","0,023","0,011","0,017","0,041","0,033","0,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
